"Date","Price","Open","High","Low","Vol.","Change %"
"01/14/2020","678.71","682.14","685.88","676.78","897.26M","-0.08%"
"01/13/2020","679.22","673.76","679.22","673.23","894.40M","0.92%"
"01/10/2020","673.03","668.79","673.03","665.92","837.39M","1.04%"
"01/09/2020","666.09","657.01","666.09","656.25","980.62M","3.92%"
"01/08/2020","640.94","657.24","658.14","637.43","1.38B","-3.39%"
"01/07/2020","663.44","660.87","664.21","659.18","970.31M","1.24%"
"01/06/2020","655.31","660.08","663.10","653.61","884.28M","-2.18%"
"01/03/2020","669.93","677.57","679.37","668.10","903.86M","-0.61%"
"01/02/2020","674.02","672.53","674.30","666.62","783.73M","0.63%"
"12/30/2019","669.83","662.06","669.83","661.62","789.33M","1.30%"
"12/27/2019","661.24","652.60","661.59","652.17","807.71M","1.41%"
"12/26/2019","652.07","640.77","652.09","640.20","921.88M","2.06%"
"12/24/2019","638.91","648.71","648.71","638.74","763.09M","-1.34%"
"12/23/2019","647.62","651.77","652.81","646.68","725.86M","-0.32%"
"12/20/2019","649.73","650.19","651.20","647.90","944.57M","0.29%"
"12/19/2019","647.85","650.30","653.65","645.11","808.15M","-0.17%"
"12/18/2019","648.95","650.87","651.71","647.73","882.12M","-0.25%"
"12/17/2019","650.58","646.80","650.58","646.04","851.06M","0.95%"
"12/16/2019","644.44","644.91","646.56","643.24","794.17M","0.15%"
"12/13/2019","643.45","643.34","645.73","641.87","913.75M","1.02%"
"12/12/2019","636.94","632.29","638.92","631.25","941.20M","1.24%"
"12/11/2019","629.13","627.26","630.60","626.57","817.89M","0.32%"
"12/10/2019","627.11","627.62","627.76","623.54","763.03M","-0.12%"
"12/09/2019","627.86","630.60","630.63","625.59","778.73M","-0.04%"
"12/06/2019","628.10","619.48","628.11","619.48","726.66M","1.70%"
"12/05/2019","617.60","629.49","629.60","613.77","901.71M","-1.23%"
"12/04/2019","625.27","626.06","630.45","622.67","928.17M","-0.68%"
"12/03/2019","629.58","630.07","632.01","627.00","868.95M","-0.78%"
"12/02/2019","634.50","635.58","638.35","632.22","845.65M","0.24%"
"11/29/2019","632.99","641.72","643.27","631.40","940.62M","-1.12%"
"11/28/2019","640.18","646.27","649.37","640.18","882.47M","-1.11%"
"11/27/2019","647.39","653.74","653.87","646.89","859.36M","-0.64%"
"11/26/2019","651.59","650.79","653.54","649.78","868.85M","0.65%"
"11/25/2019","647.40","639.50","647.41","639.50","826.79M","2.13%"
"11/22/2019","633.92","637.99","640.77","629.74","1.05B","-0.33%"
"11/21/2019","635.99","650.56","651.23","634.29","1.05B","-2.14%"
"11/20/2019","649.87","661.45","663.76","648.82","1.29B","-1.91%"
"11/19/2019","662.53","669.11","669.24","662.24","1.16B","-1.02%"
"11/18/2019","669.34","670.07","671.09","666.82","1.09B","0.12%"
"11/15/2019","668.51","662.87","668.54","660.64","1.11B","0.78%"
"11/14/2019","663.31","663.25","666.05","659.21","1.36B","0.22%"
"11/13/2019","661.85","665.37","665.48","659.95","1.36B","-0.49%"
"11/12/2019","665.14","662.11","665.86","661.42","1.08B","0.57%"
"11/11/2019","661.37","666.13","666.13","658.70","922.61M","-0.49%"
"11/08/2019","664.60","669.34","670.59","662.46","952.99M","-0.23%"
"11/07/2019","666.15","668.73","669.57","663.70","1.03B","-0.53%"
"11/06/2019","669.68","672.12","673.86","669.25","1.09B","-0.37%"
"11/05/2019","672.18","669.47","672.18","666.00","987.48M","0.56%"
"11/04/2019","668.45","667.20","669.66","665.63","921.19M","0.92%"
"11/01/2019","662.34","658.16","662.34","656.13","820.17M","0.58%"
"10/31/2019","658.52","658.45","661.65","656.96","892.49M","0.53%"
"10/30/2019","655.04","660.60","660.60","654.15","892.70M","-0.50%"
"10/29/2019","658.30","656.85","658.76","653.83","954.72M","0.90%"
"10/28/2019","652.42","655.05","657.29","651.95","933.70M","0.01%"
"10/25/2019","652.37","657.60","658.77","651.29","1.01B","-0.97%"
"10/24/2019","658.75","658.53","662.27","647.53","1.07B","-0.03%"
"10/23/2019","658.98","656.88","660.38","654.78","1.03B","0.47%"
"10/22/2019","655.91","653.17","660.35","651.10","883.77M","1.04%"
"10/21/2019","649.18","646.79","649.18","645.35","767.92M","0.39%"
"10/18/2019","646.69","651.55","651.97","645.59","866.09M","-0.40%"
"10/17/2019","649.29","653.08","654.67","646.61","1.04B","-0.41%"
"10/16/2019","651.96","650.61","652.73","649.88","860.25M","0.80%"
"10/15/2019","646.80","641.51","647.40","641.49","737.77M","0.83%"
"10/14/2019","641.46","638.65","643.41","637.69","681.42M","1.34%"
"10/11/2019","632.95","638.22","638.49","632.92","767.47M","-0.28%"
"10/10/2019","634.73","633.96","635.85","630.59","715.23M","-0.11%"
"10/08/2019","635.41","628.03","635.94","624.92","864.37M","1.31%"
"10/07/2019","627.21","625.25","627.82","622.45","753.05M","0.86%"
"10/04/2019","621.84","623.08","627.15","619.53","792.98M","-0.43%"
"10/02/2019","624.51","627.75","630.62","624.47","1.25B","-1.20%"
"10/01/2019","632.10","623.70","632.12","621.76","875.34M","1.66%"
"09/30/2019","621.76","625.69","627.30","615.64","745.97M","-0.82%"
"09/27/2019","626.93","628.41","628.41","623.32","724.11M","-0.24%"
"09/26/2019","628.42","632.31","635.64","622.55","838.49M","0.26%"
"09/25/2019","626.76","641.08","641.23","626.02","987.73M","-2.35%"
"09/24/2019","641.85","643.45","646.60","641.17","778.01M","-0.49%"
"09/23/2019","645.01","648.81","649.22","644.39","747.64M","-0.63%"
"09/20/2019","649.07","647.50","650.03","645.91","844.70M","0.52%"
"09/19/2019","645.71","646.83","651.45","643.00","867.28M","0.09%"
"09/18/2019","645.12","646.25","648.95","644.32","909.11M","0.13%"
"09/17/2019","644.28","637.10","646.05","636.00","823.51M","0.89%"
"09/16/2019","638.59","634.67","638.59","630.16","622.05M","1.30%"
"09/11/2019","630.37","625.81","632.42","624.78","718.20M","1.14%"
"09/10/2019","623.25","627.77","628.81","621.95","830.37M","-0.40%"
"09/09/2019","625.77","633.61","634.30","625.28","709.70M","-0.85%"
"09/06/2019","631.15","637.33","637.33","630.60","882.31M","-0.29%"
"09/05/2019","632.99","633.19","634.96","631.38","948.70M","0.58%"
"09/04/2019","629.31","619.61","629.31","619.46","792.57M","1.50%"
"09/03/2019","620.02","619.86","623.34","619.28","777.38M","0.03%"
"09/02/2019","619.81","609.46","619.90","608.97","683.77M","1.52%"
"08/30/2019","610.55","607.14","611.11","606.65","787.58M","1.83%"
"08/29/2019","599.57","604.19","605.39","595.26","681.49M","-0.55%"
"08/28/2019","602.90","590.67","602.90","590.36","698.49M","2.48%"
"08/27/2019","588.32","592.38","596.43","587.42","651.15M","0.93%"
"08/26/2019","582.91","594.25","598.08","582.77","711.38M","-4.28%"
"08/23/2019","608.98","606.28","612.63","605.93","706.44M","-0.53%"
"08/22/2019","612.25","618.34","618.73","611.67","850.92M","-0.60%"
"08/21/2019","615.96","605.83","615.96","604.83","821.04M","1.47%"
"08/20/2019","607.01","597.15","607.87","595.62","914.62M","2.08%"
"08/19/2019","594.65","596.42","597.59","591.21","706.96M","0.52%"
"08/16/2019","591.57","590.04","592.82","587.49","684.05M","-0.93%"
"08/14/2019","597.15","600.35","601.46","596.23","793.56M","1.08%"
"08/13/2019","590.75","589.71","593.98","588.47","755.90M","-0.58%"
"08/12/2019","594.17","590.43","594.70","585.07","707.42M","0.70%"
"08/09/2019","590.04","590.51","593.28","585.94","690.85M","0.79%"
"08/08/2019","585.44","571.59","585.44","571.00","929.19M","3.68%"
"08/07/2019","564.64","562.47","567.52","554.18","835.98M","2.38%"
"08/06/2019","551.50","555.07","577.51","540.83","973.68M","-3.21%"
"08/05/2019","569.79","614.69","615.23","569.78","821.18M","-7.46%"
"08/02/2019","615.70","612.01","622.36","607.01","601.25M","-1.05%"
"08/01/2019","622.26","627.94","634.44","622.25","694.24M","-1.26%"
"07/31/2019","630.18","625.05","631.43","610.70","770.56M","0.73%"
"07/30/2019","625.64","620.33","630.61","620.33","716.18M","1.11%"
"07/29/2019","618.78","643.34","643.34","618.78","795.26M","-4.00%"
"07/26/2019","644.59","650.30","652.38","640.43","886.28M","-1.20%"
"07/25/2019","652.40","660.30","661.62","647.38","871.06M","-1.13%"
"07/24/2019","659.83","670.31","672.36","659.26","971.45M","-1.32%"
"07/23/2019","668.65","675.84","678.27","666.79","894.11M","-0.91%"
"07/22/2019","674.78","674.00","675.48","671.44","644.96M","0.11%"
"07/19/2019","674.06","668.20","674.06","668.20","756.21M","1.34%"
"07/18/2019","665.15","665.09","669.47","661.82","837.12M","-0.17%"
"07/17/2019","666.28","673.08","673.34","661.93","901.09M","-1.21%"
"07/16/2019","674.42","675.67","679.69","672.77","824.28M","-0.05%"
"07/15/2019","674.79","682.36","682.36","671.71","715.66M","-0.94%"
"07/12/2019","681.17","677.87","682.65","673.76","735.65M","0.60%"
"07/11/2019","677.09","669.98","677.11","668.42","791.15M","1.53%"
"07/10/2019","666.90","662.30","670.68","660.62","774.83M","1.38%"
"07/09/2019","657.80","670.76","675.09","657.77","879.15M","-1.63%"
"07/08/2019","668.72","691.97","691.97","668.72","766.60M","-3.67%"
"07/05/2019","694.17","692.86","694.39","686.93","729.81M","0.42%"
"07/04/2019","691.27","693.96","694.63","682.73","763.52M","-0.26%"
"07/03/2019","693.04","697.68","698.89","689.86","676.30M","-0.46%"
"07/02/2019","696.25","695.80","699.44","693.19","696.44M","0.04%"
"07/01/2019","696.00","696.38","697.97","692.76","734.43M","0.79%"
"06/28/2019","690.53","698.63","700.42","687.29","784.77M","-1.10%"
"06/27/2019","698.21","711.18","713.14","694.53","909.98M","-1.57%"
"06/26/2019","709.37","710.15","713.57","706.44","981.44M","-0.09%"
"06/25/2019","710.02","719.03","720.06","707.64","1.06B","-1.07%"
"06/24/2019","717.69","725.04","725.05","717.22","923.99M","-0.68%"
"06/21/2019","722.64","729.20","729.20","721.96","1.10B","-0.64%"
"06/20/2019","727.32","719.54","727.34","719.31","1.00B","1.34%"
"06/19/2019","717.71","721.66","722.66","714.98","979.44M","0.40%"
"06/18/2019","714.86","721.25","723.79","713.17","1.05B","-0.59%"
"06/17/2019","719.13","723.52","723.90","718.62","757.97M","-0.43%"
"06/14/2019","722.25","729.39","729.39","721.44","843.44M","-0.61%"
"06/13/2019","726.68","724.57","730.86","721.87","839.46M","0.33%"
"06/12/2019","724.32","729.06","729.06","721.91","724.08M","-0.61%"
"06/11/2019","728.79","723.61","728.79","722.51","897.03M","1.06%"
"06/10/2019","721.14","721.12","721.50","717.08","763.02M","0.64%"
"06/07/2019","716.53","711.77","716.56","708.73","723.22M","1.24%"
"06/05/2019","707.75","709.07","710.11","706.76","616.92M","0.74%"
"06/04/2019","702.53","699.12","702.53","697.20","657.09M","0.72%"
"06/03/2019","697.50","693.26","698.35","691.80","643.04M","0.15%"
"05/31/2019","696.47","688.70","699.40","687.71","642.15M","1.04%"
"05/30/2019","689.33","692.60","696.45","685.31","669.46M","-0.31%"
"05/29/2019","691.47","699.12","699.53","689.90","849.78M","-1.61%"
"05/28/2019","702.76","691.55","702.76","690.78","723.96M","1.90%"
"05/27/2019","689.67","692.06","696.30","684.07","782.62M","-0.05%"
"05/24/2019","690.03","694.02","696.75","686.72","862.12M","-0.98%"
"05/23/2019","696.89","707.74","707.95","696.88","902.83M","-1.42%"
"05/22/2019","706.93","709.38","710.46","702.25","723.70M","0.42%"
"05/21/2019","703.98","701.83","708.16","700.00","792.04M","0.27%"
"05/20/2019","702.08","717.12","719.57","701.76","733.17M","-1.69%"
"05/17/2019","714.13","723.94","727.56","713.94","783.63M","-0.48%"
"05/16/2019","717.59","731.09","731.78","716.68","911.75M","-1.65%"
"05/15/2019","729.60","714.94","729.63","713.49","859.43M","2.74%"
"05/14/2019","710.16","698.86","714.80","698.30","1.07B","0.19%"
"05/13/2019","708.80","722.19","724.78","708.77","916.43M","-1.91%"
"05/10/2019","722.62","726.06","729.84","712.15","916.49M","-0.22%"
"05/09/2019","724.22","746.96","747.96","722.60","992.09M","-2.84%"
"05/08/2019","745.37","745.86","751.55","745.36","922.68M","-1.07%"
"05/07/2019","753.45","751.26","757.97","749.27","728.05M","-1.10%"
"05/03/2019","761.82","761.13","762.72","758.42","701.32M","0.19%"
"05/02/2019","760.38","753.51","760.94","753.43","779.40M","0.75%"
"04/30/2019","754.74","751.40","755.11","746.42","671.04M","0.55%"
"04/29/2019","750.60","744.01","750.60","742.43","754.66M","1.30%"
"04/26/2019","741.00","748.30","750.23","739.84","865.15M","-1.26%"
"04/25/2019","750.43","757.64","757.64","750.43","946.89M","-0.98%"
"04/24/2019","757.82","765.00","765.02","755.93","886.60M","-0.47%"
"04/23/2019","761.42","763.58","764.48","756.77","895.10M","-0.08%"
"04/22/2019","762.01","764.37","767.02","760.02","691.82M","-0.07%"
"04/19/2019","762.57","757.42","762.95","757.35","773.55M","1.20%"
"04/18/2019","753.52","767.74","767.85","751.59","904.45M","-1.74%"
"04/17/2019","766.89","766.70","768.43","765.36","1.06B","0.24%"
"04/16/2019","765.02","767.59","767.73","758.69","979.26M","-0.23%"
"04/15/2019","766.75","770.63","770.66","765.62","951.96M","-0.14%"
"04/12/2019","767.85","765.60","769.09","762.99","926.53M","0.18%"
"04/11/2019","766.49","762.15","766.56","762.13","760.87M","0.83%"
"04/10/2019","760.15","755.73","760.15","754.05","744.53M","0.44%"
"04/09/2019","756.81","753.72","756.92","749.87","836.57M","0.65%"
"04/08/2019","751.92","755.32","756.16","750.02","762.37M","0.03%"
"04/05/2019","751.71","752.28","753.97","748.79","788.49M","0.02%"
"04/04/2019","751.58","750.90","753.39","746.29","879.69M","0.30%"
"04/03/2019","749.30","741.76","749.30","740.73","807.52M","1.32%"
"04/02/2019","739.57","740.94","740.94","737.18","955.94M","0.37%"
"04/01/2019","736.81","731.50","737.69","729.74","704.76M","1.03%"
"03/29/2019","729.31","723.64","729.31","714.53","779.26M","1.33%"
"03/28/2019","719.72","727.70","728.56","719.72","695.54M","-1.20%"
"03/27/2019","728.45","739.22","739.22","728.43","748.82M","-1.13%"
"03/26/2019","736.81","732.76","737.50","729.22","656.38M","1.32%"
"03/25/2019","727.21","733.51","737.22","726.93","696.28M","-2.25%"
"03/22/2019","743.97","747.87","748.05","741.03","752.36M","0.06%"
"03/21/2019","743.52","750.79","753.98","742.03","795.56M","-0.83%"
"03/20/2019","749.76","750.50","750.50","741.25","880.13M","0.11%"
"03/19/2019","748.91","757.07","757.88","748.76","984.69M","-0.56%"
"03/18/2019","753.13","752.15","755.89","748.70","705.22M","0.64%"
"03/15/2019","748.36","756.82","757.29","743.34","881.37M","-0.93%"
"03/14/2019","755.42","758.53","762.41","755.42","643.98M","0.07%"
"03/13/2019","754.89","755.30","758.90","750.49","797.15M","0.02%"
"03/12/2019","754.76","745.76","754.76","745.76","792.77M","2.12%"
"03/11/2019","739.09","737.27","739.10","726.11","686.95M","0.42%"
"03/08/2019","735.97","733.38","739.59","730.42","871.23M","-0.12%"
"03/07/2019","736.83","746.21","750.13","733.49","897.29M","-1.32%"
"03/06/2019","746.70","750.13","750.81","741.68","846.99M","-0.17%"
"03/05/2019","747.95","746.90","751.45","743.80","753.41M","-0.02%"
"03/04/2019","748.07","739.19","748.87","739.19","707.58M","2.30%"
"02/28/2019","731.25","753.29","755.92","731.25","1.02B","-2.78%"
"02/27/2019","752.16","748.11","752.16","747.16","921.72M","0.68%"
"02/26/2019","747.09","752.25","753.66","746.12","956.64M","-0.44%"
"02/25/2019","750.40","746.79","750.93","746.30","735.84M","0.94%"
"02/22/2019","743.38","747.25","748.11","740.94","965.51M","-0.53%"
"02/21/2019","747.33","752.30","752.75","744.87","956.55M","-0.45%"
"02/20/2019","750.69","749.52","751.66","747.56","885.29M","0.35%"
"02/19/2019","748.05","746.50","748.69","741.20","793.92M","0.36%"
"02/18/2019","745.33","743.53","746.81","742.50","734.38M","0.90%"
"02/15/2019","738.66","741.53","743.20","734.37","738.00M","-0.49%"
"02/14/2019","742.27","740.69","742.46","737.07","738.31M","0.32%"
"02/13/2019","739.91","734.56","740.44","733.37","798.62M","1.28%"
"02/12/2019","730.58","734.87","735.14","729.52","692.22M","-0.39%"
"02/11/2019","733.47","731.82","733.94","730.32","704.62M","0.65%"
"02/08/2019","728.74","726.40","729.74","724.99","736.60M","-0.01%"
"02/07/2019","728.79","719.86","728.89","717.53","713.06M","1.66%"
"02/01/2019","716.92","719.08","719.74","714.66","643.32M","0.01%"
"01/31/2019","716.86","719.93","721.58","714.31","684.51M","0.22%"
"01/30/2019","715.30","712.87","716.77","711.71","719.24M","0.61%"
"01/29/2019","710.99","712.65","713.65","705.89","703.39M","-0.46%"
"01/28/2019","714.26","713.41","717.31","711.96","664.27M","0.40%"
"01/25/2019","711.38","705.66","712.67","704.67","631.59M","0.99%"
"01/24/2019","704.41","696.97","704.78","696.80","605.76M","1.26%"
"01/23/2019","695.63","691.50","697.06","690.91","683.16M","0.16%"
"01/22/2019","694.55","698.00","698.30","692.45","794.37M","-0.15%"
"01/21/2019","695.62","698.74","698.74","692.95","794.34M","-0.10%"
"01/18/2019","696.34","690.83","696.34","689.80","819.96M","1.46%"
"01/17/2019","686.35","694.94","696.21","686.27","862.71M","-1.01%"
"01/16/2019","693.38","692.72","693.50","687.43","788.31M","0.43%"
"01/15/2019","690.39","684.97","691.56","684.32","639.02M","1.07%"
"01/14/2019","683.09","687.42","687.42","682.54","613.34M","-0.47%"
"01/11/2019","686.33","686.09","688.01","683.59","701.51M","0.44%"
"01/10/2019","683.34","680.61","685.65","678.23","735.09M","0.53%"
"01/09/2019","679.74","672.38","681.12","671.95","622.02M","1.68%"
"01/08/2019","668.49","674.53","675.05","667.01","623.52M","-0.65%"
"01/07/2019","672.84","672.76","675.31","669.07","584.29M","1.26%"
"01/04/2019","664.49","655.62","664.49","648.95","554.45M","1.14%"
"01/03/2019","657.02","671.98","673.61","656.85","656.33M","-1.85%"
"01/02/2019","669.37","682.16","683.09","667.71","539.45M","-0.93%"
"12/28/2018","675.65","670.83","675.89","669.71","598.21M","1.16%"
"12/27/2018","667.88","678.86","678.86","667.13","575.97M","0.32%"
"12/26/2018","665.74","658.70","666.69","655.80","696.04M","-0.60%"
"12/24/2018","669.79","671.78","673.48","668.46","690.90M","-0.57%"
"12/21/2018","673.64","667.22","675.23","667.21","629.58M","0.82%"
"12/20/2018","668.13","667.74","677.79","664.34","597.24M","-0.59%"
"12/19/2018","672.08","663.73","673.59","661.20","777.03M","1.88%"
"12/18/2018","659.67","654.14","665.17","653.81","675.89M","-0.34%"
"12/17/2018","661.90","665.48","665.77","652.84","550.12M","-0.67%"
"12/14/2018","666.34","680.91","680.91","663.43","522.17M","-2.26%"
"12/13/2018","681.78","678.51","681.78","673.78","553.27M","0.78%"
"12/12/2018","676.48","664.76","676.98","664.76","524.54M","2.34%"
"12/11/2018","661.01","673.23","673.61","661.01","566.81M","-1.40%"
"12/10/2018","670.39","675.53","680.19","667.25","495.08M","-2.18%"
"12/07/2018","685.33","685.48","687.81","679.28","600.79M","1.02%"
"12/06/2018","678.38","699.15","699.54","677.09","637.16M","-3.24%"
"12/05/2018","701.12","695.14","702.69","694.88","639.46M","-1.06%"
"12/04/2018","708.63","709.46","711.77","704.30","656.06M","-0.12%"
"12/03/2018","709.46","704.38","709.65","702.65","549.16M","1.97%"
"11/30/2018","695.76","696.99","700.51","692.80","537.91M","0.04%"
"11/29/2018","695.48","709.69","710.45","694.71","667.66M","-0.66%"
"11/28/2018","700.12","702.99","703.24","698.74","658.49M","-0.08%"
"11/27/2018","700.67","698.96","702.13","693.18","521.35M","0.76%"
"11/26/2018","695.36","685.10","697.57","685.06","470.52M","1.80%"
"11/23/2018","683.06","694.24","695.75","682.21","578.90M","-1.35%"
"11/22/2018","692.39","697.84","700.41","690.06","513.21M","-0.48%"
"11/21/2018","695.72","681.66","695.72","676.67","573.87M","0.71%"
"11/20/2018","690.81","691.53","697.98","689.54","486.69M","-1.61%"
"11/19/2018","702.13","693.25","702.26","692.20","489.40M","1.73%"
"11/16/2018","690.18","685.05","692.60","682.87","659.14M","1.29%"
"11/15/2018","681.38","672.32","681.38","666.63","667.93M","1.46%"
"11/14/2018","671.56","670.25","680.29","665.78","459.37M","0.11%"
"11/13/2018","670.85","658.52","671.93","651.19","542.15M","0.00%"
"11/12/2018","670.82","677.96","682.52","670.13","574.24M","-2.40%"
"11/09/2018","687.29","694.18","695.11","680.68","791.78M","-0.92%"
"11/08/2018","693.67","695.05","697.25","691.39","747.37M","1.66%"
"11/07/2018","682.37","693.56","700.25","677.50","599.59M","-1.33%"
"11/06/2018","691.55","695.32","695.65","683.31","512.02M","-0.06%"
"11/05/2018","691.94","686.76","693.29","680.11","442.50M","0.19%"
"11/02/2018","690.65","666.59","690.65","666.59","564.22M","5.05%"
"11/01/2018","657.46","655.11","668.73","654.66","582.65M","1.36%"
"10/31/2018","648.67","648.72","650.38","638.38","619.02M","0.70%"
"10/30/2018","644.14","623.33","644.65","617.00","798.84M","2.29%"
"10/29/2018","629.70","663.95","674.77","629.70","657.09M","-5.03%"
"10/26/2018","663.07","694.37","694.37","658.11","582.82M","-3.46%"
"10/25/2018","686.84","678.49","693.07","672.17","553.16M","-1.78%"
"10/24/2018","699.30","727.07","729.89","697.13","513.84M","-2.74%"
"10/23/2018","719.00","740.35","742.45","716.85","487.84M","-3.38%"
"10/22/2018","744.15","736.74","744.15","733.11","421.57M","0.50%"
"10/19/2018","740.48","725.29","740.54","718.48","440.06M","1.25%"
"10/18/2018","731.34","741.21","742.24","730.08","482.97M","-1.06%"
"10/17/2018","739.15","744.21","746.14","732.61","536.54M","1.05%"
"10/16/2018","731.50","724.30","734.12","724.30","472.81M","1.76%"
"10/15/2018","718.87","732.98","733.90","717.72","496.93M","-1.73%"
"10/12/2018","731.50","704.72","731.50","704.72","557.28M","3.41%"
"10/11/2018","707.38","720.22","733.04","707.31","699.18M","-5.37%"
"10/10/2018","747.50","768.31","770.85","746.63","669.59M","-2.56%"
"10/08/2018","767.15","772.36","784.47","767.08","516.02M","-0.85%"
"10/05/2018","773.70","784.94","791.32","769.29","573.66M","-1.94%"
"10/04/2018","789.00","800.03","801.46","785.14","528.70M","-0.75%"
"10/02/2018","794.99","817.39","818.46","794.99","587.85M","-2.64%"
"10/01/2018","816.53","824.86","825.53","813.48","571.06M","-0.70%"
"09/28/2018","822.27","832.37","833.14","819.90","704.23M","-1.29%"
"09/27/2018","833.01","828.09","834.29","827.88","551.57M","0.62%"
"09/21/2018","827.84","825.16","827.92","821.36","532.20M","0.82%"
"09/20/2018","821.13","829.20","832.51","819.30","686.61M","-0.70%"
"09/19/2018","826.91","833.00","834.15","824.46","788.46M","-0.59%"
"09/18/2018","831.85","826.44","833.66","824.87","704.54M","0.36%"
"09/17/2018","828.88","837.93","837.97","826.16","587.18M","-0.72%"
"09/14/2018","834.91","833.84","836.36","831.17","603.31M","0.48%"
"09/13/2018","830.95","828.54","830.95","825.10","552.20M","0.56%"
"09/12/2018","826.33","824.52","827.75","820.34","639.69M","0.74%"
"09/11/2018","820.23","816.21","821.29","815.82","688.24M","0.50%"
"09/10/2018","816.16","819.70","820.13","814.87","618.28M","-0.33%"
"09/07/2018","818.86","816.09","820.22","810.28","699.52M","0.45%"
"09/06/2018","815.18","821.50","822.10","813.91","709.79M","-0.59%"
"09/05/2018","820.00","827.72","829.66","819.45","663.69M","-0.88%"
"09/04/2018","827.27","819.34","828.01","818.26","644.22M","1.28%"
"09/03/2018","816.84","817.93","820.35","812.85","583.65M","-0.02%"
"08/31/2018","816.97","803.18","817.83","801.69","727.39M","1.55%"
"08/30/2018","804.47","805.22","807.91","801.19","752.11M","0.16%"
"08/29/2018","803.18","800.51","803.34","798.43","654.44M","0.63%"
"08/28/2018","798.17","806.59","806.89","797.84","673.69M","-0.36%"
"08/27/2018","801.04","799.29","801.58","796.11","633.86M","0.35%"
"08/24/2018","798.23","790.76","799.33","787.13","567.85M","0.88%"
"08/23/2018","791.28","788.90","792.03","782.94","595.24M","0.68%"
"08/22/2018","785.95","790.88","792.70","785.83","595.00M","-0.15%"
"08/21/2018","787.15","773.12","788.92","772.59","516.59M","2.26%"
"08/20/2018","769.78","775.81","778.26","769.21","483.97M","-0.33%"
"08/17/2018","772.30","766.29","773.37","765.03","587.55M","1.46%"
"08/16/2018","761.18","752.04","761.57","743.68","572.84M","-0.10%"
"08/14/2018","761.94","758.33","766.26","756.01","538.31M","0.83%"
"08/13/2018","755.65","780.69","780.69","755.58","619.26M","-3.72%"
"08/10/2018","784.81","789.71","792.44","781.34","620.21M","-0.59%"
"08/09/2018","789.48","783.43","789.68","780.95","601.97M","0.72%"
"08/08/2018","783.81","787.21","789.76","781.27","660.08M","-0.11%"
"08/07/2018","784.70","783.45","784.88","775.50","526.42M","0.42%"
"08/06/2018","781.41","789.26","790.82","780.97","514.90M","-0.94%"
"08/03/2018","788.81","786.10","788.82","784.33","539.01M","0.95%"
"08/02/2018","781.38","788.77","788.88","776.38","546.86M","-1.12%"
"08/01/2018","790.25","779.00","790.38","778.55","574.48M","1.90%"
"07/31/2018","775.52","768.75","775.52","766.52","615.00M","0.74%"
"07/30/2018","769.80","773.00","774.82","763.60","539.66M","-0.54%"
"07/27/2018","773.98","766.03","773.98","763.44","544.49M","1.15%"
"07/26/2018","765.15","755.07","765.16","750.86","536.44M","2.17%"
"07/25/2018","748.89","764.66","766.00","744.11","684.21M","-1.66%"
"07/24/2018","761.57","760.57","767.71","756.63","544.44M","0.61%"
"07/23/2018","756.96","792.90","792.99","756.95","595.30M","-4.38%"
"07/20/2018","791.61","796.27","801.02","785.39","674.71M","-0.61%"
"07/19/2018","796.49","811.42","811.97","794.14","769.17M","-1.72%"
"07/18/2018","810.44","823.80","826.36","804.47","819.76M","-1.13%"
"07/17/2018","819.72","826.67","827.31","818.55","666.46M","-0.73%"
"07/16/2018","825.71","830.91","831.41","822.91","587.34M","-0.26%"
"07/13/2018","827.89","820.59","827.89","820.43","580.53M","1.05%"
"07/12/2018","819.29","809.86","819.98","806.16","526.50M","1.80%"
"07/11/2018","804.78","810.18","811.56","803.88","532.74M","-1.03%"
"07/10/2018","813.19","814.56","815.90","811.46","533.66M","0.61%"
"07/09/2018","808.28","806.85","813.10","803.25","521.81M","-0.08%"
"07/06/2018","808.89","795.23","809.96","785.22","710.88M","1.87%"
"07/05/2018","794.05","799.77","800.93","782.23","651.53M","-0.63%"
"07/04/2018","799.10","795.06","802.92","792.44","704.50M","0.43%"
"07/03/2018","795.71","797.63","801.91","779.41","718.92M","0.75%"
"07/02/2018","789.82","818.75","819.94","789.80","676.88M","-3.47%"
"06/29/2018","818.22","817.20","819.05","802.00","642.99M","0.99%"
"06/28/2018","810.20","823.16","827.01","810.18","826.27M","-1.99%"
"06/27/2018","826.69","832.72","839.61","826.69","695.68M","-0.57%"
"06/26/2018","831.40","825.05","832.32","817.16","657.25M","-0.55%"
"06/25/2018","836.00","831.48","836.99","826.66","668.25M","0.69%"
"06/22/2018","830.27","826.01","830.68","815.43","832.00M","0.49%"
"06/21/2018","826.22","841.44","841.91","826.22","758.20M","-1.66%"
"06/20/2018","840.17","819.87","840.17","817.64","759.52M","3.04%"
"06/19/2018","815.39","841.09","846.62","815.37","793.36M","-2.96%"
"06/18/2018","840.23","866.44","866.86","833.22","783.06M","-3.00%"
"06/15/2018","866.22","866.77","869.77","863.42","796.59M","0.19%"
"06/14/2018","864.56","873.02","873.02","861.14","1.02B","-1.20%"
"06/12/2018","875.04","879.18","882.92","870.11","1.08B","-0.17%"
"06/11/2018","876.55","879.06","881.12","874.84","776.40M","-0.22%"
"06/08/2018","878.48","887.37","887.52","877.91","850.28M","-1.06%"
