Date,close,volume,MACD,MACD_signal,MACD_hist,ADX,DMP,DMN,RSI,Stoch_D,Stoch_K,CCI,ROC,Momentum,BB_upper,BB_middle,BB_lower,ATR,OBV,A/D Line,VROC,Ultimate_Oscillator
1990-07-26,566,715033,-11.63983091,-9.955617716,-1.684213189,28.484872821375642,16.89240441224978,38.56515642069202,32.05623606166484,10.335917312661481,12.40310077519378,-128.0778589,-5.823627288,-35,621.7540183393259,592.2,562.6459816606742,9.654244765608741,528108430,289819886.17352337,-20.08759783,29.714192045148526
1990-07-27,566,1399346,-12.01374136,-10.36724245,-1.646498918,29.49261671765342,15.693901249324169,38.98228740573452,32.05623606166484,11.281543790202852,9.038429820220994,-123.638109,-8.85668277,-55,617.9910231071199,589.45,560.9089768928802,9.621532527328304,528108430,289664403.2846345,130.4626229022217,31.63090533
1990-07-28,574,732680,-11.53160578,-10.60011511,-0.931490668,29.975052595451857,16.94600563355095,36.21519758473303,37.56774737502322,11.055766305642585,11.725768321512982,-78.65576748,-6.51465798,-40,614.3904899732931,587.45,560.50951,9.590455900961889,528841110,290397083.2846345,-63.35401676,40.49484827406312
1990-07-30,568,748366,-11.5010824,-10.78030857,-0.720773826,30.423028767693264,15.74258702224981,33.64337955705996,35.306669544084606,12.681840672934172,17.28132387706854,-83.43079922,-5.960264901,-36,612.7370817918998,585.65,558.5629182081002,9.560933105913794,528092744,290147627.95130116,-44.47137074,42.056300804219994
1990-07-31,572,723529,-11.02701328,-10.82964951,-0.197363766,31.062531251412885,14.285856923956018,32.84357002550388,37.92834436018617,17.570265300761736,23.703703703703685,-71.27347418,-4.825291181,-29,610.9477101823883,584.2,557.4522898176118,9.682886450618104,528816273,290629980.61796784,69.78509611774423,50.05997818974918
1990-08-01,581,1183007,-9.811978915,-10.62611539,0.8141364761347223,29.361624056931227,24.53247196553729,28.367640466322882,43.36421542191656,24.464144996059872,32.40740740740739,43.75000000000006,-3.648424544,-22,608.4369295693265,583.1,557.7630704306736,10.148742128087202,529999280,290567717.09165204,102.4608344143731,46.198468861228704
1990-08-02,584,703268,-8.508895255,-10.20267136,1.6937761095625898,27.782210233483976,23.620213725294462,27.312768629191975,45.05262537642701,34.44444444444443,47.22222222222221,68.96086369770602,-3.311258278,-20,605.5682764599574,582.1,558.6317235400427,9.891305021682841,530702548,290708370.69165206,-29.62717617,49.27049097498673
1990-08-03,571,1305882,-8.428030332,-9.847743158,1.4197128255268687,27.440066696219446,20.937162473771185,33.43956992812234,39.659585341505235,42.64580672626648,48.307790549169844,-35.70281124,-5.930807249,-36,601.2389589,580.3,559.3610411,10.196739770598699,529396666,290186017.89165205,9.299773764177402,47.661554276043425
1990-08-04,565,705229,-8.747261173,-9.627646761,0.8803855879977256,27.483661304113735,19.730363532283686,35.114586602127105,37.479888365032615,43.23116219667943,34.16347381864622,-105.7659933,-6.919275124,-42,596.2288657436042,578.2,560.1711342563959,10.086902782068764,528691437,290044972.09165204,-58.91088013,46.60746518824136
1990-08-06,557,1249673,-9.535863556,-9.60929012,0.073426564,28.046659227345685,18.178799581696524,38.07238754588758,34.79583958796125,32.705406555981256,15.644955300127696,-165.1615759,-6.700167504,-40,594.3173949562529,576.2,558.0826050437472,10.132557642965326,527441764,289249725.6371066,-42.53082304,39.896275870913954
1990-08-07,551,1202614,-10.52367609,-9.792167315,-0.73150878,29.355813030860144,16.07490520232612,43.87791154184319,32.93387017432138,20.766033105451616,12.48967019758093,-242.3529412,-6.451612903,-38,594.5000000000201,574.3,554.0999999999798,10.47592976081706,526239150,290251903.9704399,-8.684860132,44.73063973063973
1990-08-08,546,1360784,-11.57653576,-10.149041,-1.427494759,30.571455848409286,15.079878263501447,41.161895275869675,31.45727491742376,13.699196153557194,12.962962962962946,-196.2654996,-7.77027027,-46,594.0090890315969,572,549.9909109684031,10.402133272776206,524878366,291612687.9704399,12.72326642864835,42.196805998769335
1990-08-09,548,2737255,-12.10995532,-10.54122387,-1.568731456,31.98076732610338,13.572008057436063,41.04571481085277,32.72724732283733,14.61215718146075,18.383838383838366,-145.3936348,-6.003430532,-35,593.9807816980544,570.25,546.5192183019456,10.632026609137396,527615621,293255040.9704399,279.34764381507523,46.04501671168338
1990-08-10,558,2341830,-11.59215065,-10.75140922,-0.840741422,31.32864732723235,21.85398085013007,34.80004083,38.70457892247524,18.62481019343763,24.527629233511572,-54.23335653,-5.102040816,-30,591.5787099942306,568.75,545.9212900057694,11.350425278680527,529957451,293723406.9704399,185.95378983434966,48.610484453931086
1990-08-11,558,1353595,-11.05435894,-10.81199917,-0.242359772,30.723107328280683,20.765100437887565,33.06611952995424,38.70457892247525,25.616953852247956,33.939393939393916,-20.72634744,-4.452054795,-26,589.6082942,567.45,545.2917058418151,11.18290401,529957451,292369811.9704399,151.03019940061125,48.91458336739148
1990-08-13,554,756863,-10.82612488,-10.81482431,-0.01130057,30.544131981347363,19.961769290902023,35.655563830068836,37.238123974810115,32.014260249554354,37.57575757575756,-53.36426914,-5.136986301,-30,587.4764953023157,565.95,544.4235046976844,10.923758814009174,529200588,292117524.3037732,-5.237306449,49.18742993194494
1990-08-14,534,938562,-12.11937597,-11.07573464,-1.043641331,31.318763068255826,17.527621295401453,42.28235118753705,31.046965315925792,31.919191919191903,24.242424242424224,-139.4196745,-7.612456747,-44,588.6327249,563.75,538.8672751,11.377570873308716,528262026,291178962.3037732,114.9701901736368,42.70446950710108
1990-08-16,525,1822222,-13.71244306,-11.60307633,-2.109366733,32.791776613397325,14.805625623093896,46.808686166090766,28.780392086945128,25.829725829725817,15.670995670995653,-158.1941868,-8.536585366,-49,590.8709316728524,561.3,531.7290683271475,12.208692329643283,526439804,290788486.1609161,180.48295065363652,40.25456156299648
1990-08-17,523,1253595,-14.96384954,-12.27523097,-2.688618574,34.31827249000399,13.51411306896893,45.45148323385847,28.297158287060967,16.78879386196458,10.452961672473853,-158.2213988,-8.885017422,-51,592.0599084,558.75,525.4400916,12.398257713161119,525186209,291728682.4109161,99.37638964434647,44.55080257209778
1990-08-18,522,663399,-15.8535401,-12.9908928,-2.862647304,35.62716884997259,13.62139196465956,43.904805349495035,28.049285528685548,14.068208214549665,16.08066730017948,-120.3821656,-9.059233449,-52,592.2901439,556.15,520.0098561,12.078344827503063,524522810,291507549.4109161,6.842160360113703,41.21810191966695
1990-08-20,509,1154248,-17.40696102,-13.87410644,-3.532854578,37.30728816444156,12.272181997657837,47.81023315584702,25.046941692036295,13.226291843064303,13.14524655653956,-143.4756282,-10.07067138,-57,594.5169867894333,553.3,512.0830132105666,12.37442758612791,523368562,290866300.5220272,61.42583629007333,35.95929908013362
1990-08-21,490,1636601,-19.94132828,-15.08755081,-4.853777472,39.24346802149135,11.03022077835343,50.96135285786915,21.50553699674711,12.226701167563169,7.454189645970452,-165.7579349,-13.42756184,-76,598.5937877943862,549.5,500.40621220561377,12.705706206821516,521731961,289229699.5220272,16.954705984081134,33.29059236
1990-08-22,490,4464706,-21.69969205,-16.40997906,-5.289712994,41.438291726124255,9.744609676265794,55.15671663753929,21.505536996747114,9.742880436403409,8.629205106700198,-165.2109124,-14.63414634,-84,599.4076704359014,545.3,491.19232956409843,13.22042089648044,521731961,292529699.6089837,509.3664355516733,41.138908285377184
1990-08-23,488,7352288,-22.98958171,-17.72589959,-5.263682119,43.476342308997665,8.962063032714147,50.72732388524017,21.156640392640366,9.669521606899286,12.925170068027194,-136.6629671,-14.08450704,-80,599.7571638039345,541.3,482.8428361960654,13.35939985165642,514379673,298043915.6089837,882.4454879029779,49.784547799119814
1990-08-24,488,3735294,-23.73818948,-18.92835756,-4.809831914,45.44379576426244,7.971101774531763,47.041263684257196,21.156640392640366,13.533998074115479,19.047619047619033,-114.8262814,-14.68531469,-84,598.1439186160255,537.1,476.0560813839745,13.84142986,514379673,300155168.7394185,416.2604401,55.202969177824116
1990-08-25,483,696732,-24.45304526,-20.0332951,-4.419750157,47.27071682986544,7.432383537705886,43.86203108293556,20.246738992522804,16.213151927437632,16.666666666666654,-102.2982115,-16.86746988,-98,594.0889327747686,532.2,470.3110672252314,13.849358366119919,513682941,300423142.58557236,-41.10499769,53.828807708562536
1990-08-27,503,401961,-23.13900868,-20.65443782,-2.484570858,47.26261719696205,14.266989622998388,39.73099138276179,32.474616379060905,19.160997732426296,21.768707482993182,-46.86468647,-13.86986301,-81,586.4467409037567,528.15,469.8532590962433,14.156890447813923,514084902,300825103.58557236,-42.84383763,59.036527588274694
1990-08-28,523,959477,-20.25035883,-20.57362202,0.323263188,45.59292659,22.161905543294306,36.07227422098753,41.85817701433768,24.16147014361299,34.04903628117913,26.49006622516553,-8.406304729,-48,580.6458104047995,525.75,470.8541895952005,14.449045925423228,515044379,301784580.58557236,-26.52651618,66.62480826635449
1990-08-29,514,773203,-18.47434703,-20.15376702,1.679419992135827,44.69436538686145,19.20917079340832,38.1428252,39.27303739217176,34.037226001511705,46.29393424,24.921554429157606,-9.026548673,-51,575.2292225580936,523.2,471.17077744190647,15.276593629152067,514271176,301560102.29524976,9.638571300953307,67.14343857
1990-08-30,494,869935,-18.46779252,-19.81657212,1.348779603076224,44.18398723719062,17.581638320091326,38.723812002827074,34.31558071577107,42.12377302519181,46.02834855403347,-26.0447036,-11.31059246,-63,571.1321886766763,520.05,468.9678113233236,15.512763947694465,513401241,300690167.29524976,-30.38698924,58.771769460339435
1990-08-31,483,3130719,-19.12969092,-19.67919588,0.5495049606311362,44.19347167891296,16.455533157907325,42.64855612315859,31.978560691462793,41.98879069639017,33.64408929477421,-75.28580024,-12.34119782,-68,568.0903538090427,516.65,465.20964619095736,15.487125750309742,510270522,299229165.0952498,160.32617282020664,55.47574770631377
1990-09-01,483,445752,-19.43027012,-19.62941073,0.19914061364950086,44.20227866051227,15.942360284205142,41.318542571184835,31.97856069146279,34.47356460341619,23.74825596144088,-68.25318129,-11.53846154,-63,565.0810043,513.5,461.91899574456295,15.062769462794254,510270522,298783413.0952498,-67.24300109,51.49560353451164
1990-09-03,503,878431,-17.84889746,-19.27330807,1.4244106156578802,43.197920458103134,20.237548830350708,37.700942298865954,40.185274602326075,29.12306570268898,29.976851851851837,-4.436987323,-8.211678832,-45,560.4876888165902,511.25,462.01231118340985,15.309630989654543,511148953,299661844.0952498,-67.90832422,55.54453900318562
1990-09-04,496,646405,-16.9649286,-18.81163218,1.846703581336694,41.565821243918904,23.100582593343436,34.903577321434604,38.47507277611487,30.408369271097573,37.499999999999986,33.84912959381027,-11.11111111,-62,552.8188929793351,508.15,463.4811070206648,15.394149440171818,510502548,299015439.0952498,-72.39744132,46.35435993
1990-09-05,496,1069935,-16.07902788,-18.26511132,2.1860834375395584,40.437032227193356,22.163011992036814,37.54560991550605,38.47507277611487,37.24922839506172,44.270833333333314,-13.33333333,-11.11111111,-62,543.6426158740145,505.05,466.4573841259855,15.074441968163226,510502548,300085374.0952498,-20.95604668,44.53488006274375
1990-09-06,496,2585621,-15.20170934,-17.65243092,2.4507215838026433,39.31639534491532,21.700179862712485,35.97327274,38.47507277611487,40.79861111111111,40.625,-7.436260623,-10.46931408,-58,533.6604744489697,502.15,470.63952555103026,14.770719869755064,510502548,302096412.65080535,241.62338494549212,49.433936652797556
1990-09-07,496,1984314,-14.34111266,-16.99016727,2.6490546151225765,38.27580395422857,20.86378421991957,34.58674559099227,38.475072776114864,41.84027777777778,40.625,-15.07638367,-7.116104869,-38,528.2348173122343,500.25,472.2651826877656,14.43218387626731,510502548,304080726.65080535,111.42066267332366,58.08874699807143
1990-09-08,490,689542,-13.98205699,-16.38854521,2.406488225485564,37.22693699567845,20.63324440772193,33.37459341,36.825803945362445,39.583333333333336,37.499999999999986,-28.42356688,-6.666666667,-35,524.3727656039916,498.5,472.6272343960083,14.060574682453941,509813006,303391184.65080535,-62.15927587,57.44793963243676
1990-09-10,490,460131,-13.54140589,-15.81911735,2.2777114608582725,36.25298910559619,20.197637599450758,32.669992627237875,36.825803945362445,36.99074074074073,32.84722222222221,-42.85313114,-6.309751434,-33,520.3640383600746,496.85,473.3359616399254,13.557545948331244,509813006,302931053.65080535,-63.29508334,57.666286169267785
1990-09-11,490,350980,-13.04184841,-15.26366356,2.221815154358014,35.34860892194838,20.08348366730268,32.48534686838193,36.825803945362445,32.106481481481474,25.97222222222221,-60.3575184,-6.130268199,-32,515.8788632745245,495.25,474.62113672547554,12.92966865091468,509813006,302580073.65080535,-47.09367967,48.60016579165516
1990-09-12,483,767974,-13.06023672,-14.82297819,1.7627414709462776,34.91800529130027,19.150968892550992,35.03978302711452,34.796162487091216,25.59974747474747,17.979797979797965,-88.39590444,-5.10805501,-26,514.2228882993766,493.95,473.67711170062347,12.683185218368946,509045032,301812099.65080535,-33.46542511,51.18577075098814
1990-09-13,483,481046,-12.92580892,-14.44354434,1.517735421943346,34.518159062841306,18.914520319204495,34.60716226763145,34.796162487091216,18.48905723905723,11.515151515151501,-111.1622555,-1.428571429,-7,514.3692079771712,493.6,472.83079202282886,12.149025957450498,509045032,301331053.65080535,-70.60700806,41.30940789168637
1990-09-14,483,1443791,-12.67318532,-14.08947253,1.416287214917773,34.32824528862117,18.544657474385236,35.88588256221598,34.796162487091216,12.755000990295102,8.770053475935816,-124.5539906,-1.428571429,-7,514.4808737455381,493.25,472.0191262544618,11.691574659577972,509045032,302774844.65080535,-67.66212602,37.69230769230769
1990-09-15,477,1474510,-12.80946956,-13.83347194,1.024002376759256,34.333189359178846,17.795173618473427,36.45630577842656,32.97902695420091,8.877005347593576,6.345811051693391,-135.6517935,-2.254098361,-11,514.9899080302941,492.7,470.41009196970583,11.406995926599073,507570522,301300334.65080535,-79.94488246,25.48069283330685
1990-09-17,459,1332680,-14.20616554,-13.90801066,-0.298154882,35.32648602446131,15.540553501231908,44.50719049511602,28.310303541898293,6.742636448518795,5.112044817927157,-229.1913215,-5.942622951,-29,517.9173958233447,491.25,464.58260417665537,11.83664613026912,506237842,300234190.65080535,-64.32195163,25.515999152362788
1990-09-18,479,1192157,-13.5431078,-13.83503009,0.2919222885381547,36.013579097634654,14.875340424978138,39.16354295194441,38.49412536469107,8.581190052,14.28571428571427,-123.8461538,-0.82815735,-4,518.0201687054222,491.05,464.0798312945778,12.244813823755665,507429999,301426347.65080535,71.10696795898566,46.43871145
1990-09-19,479,3618301,-12.8692807,-13.64188021,0.7725995072007628,35.35185754,20.273980082775196,35.08120192183541,38.494125364691065,15.592903828197938,27.380952380952365,-43.1372549,-4.771371769,-24,516.7221044951621,489.85,462.97789550483793,12.532573132567883,507429999,300220247.31747204,800.1622047910121,42.49284941249227
1990-09-20,480,2164052,-12.11492294,-13.33648876,1.2215658144588346,34.73740180778223,19.310541729483536,33.41411064162937,38.97439917886907,29.007936507936495,45.35714285714284,-53.6036036,-8.221797323,-43,510.1330113894427,487.7,465.2669886105573,12.305944475939489,509594051,301302273.31747204,125.54495834709951,49.33605807935572
1990-09-21,480,3772549,-11.38584011,-12.94635903,1.5605189216767208,34.879664729143244,16.92815664277406,36.58191517849595,38.97439917886907,41.38888888888888,51.428571428571416,-79.3220339,-6.614785992,-34,505.1102066969154,486,466.8897933030846,12.790647252142517,509594051,304045945.31747204,387.9118420388954,56.06445909053549
1990-09-22,482,888235,-10.52532403,-12.46215203,1.9368279937977295,35.01176601326419,16.62691675028222,35.930932769243505,40.012444369034085,51.98412698412698,59.16666666666665,-5.34351145,-2.429149798,-12,504.2191391938849,485.4,466.5808608,12.30111488953539,510482286,304342023.65080535,2.1036054417858807,55.271247854631724
1990-09-24,483,1375817,-9.651411739,-11.90000397,2.2485922310372946,34.902659619510246,17.56784937943236,35.255298156862835,40.54472539452705,57.42063492063491,61.66666666666665,22.673226732267697,0,0,504.2191391938849,485.4,466.5808608,11.83605914505862,511858103,303883417.98413867,-56.05428018,55.59929249738121
1990-09-25,485,1020261,-8.697190862,-11.25944135,2.562250487012058,34.44932593768797,18.953188993623552,34.10427091849445,41.63500690724325,62.85285285285284,67.72522523,57.16822015091012,0.4140786749482402,2,504.2882942280245,485.5,466.7117057719755,11.494256187805687,512878364,303679365.7841387,128.88534431701933,62.50597018488703
1990-09-26,490,1115686,-7.451608227,-10.49787472,3.046266497466041,33.35195711381966,21.793126177432754,32.07436256,44.32189222068725,68.67117117117117,76.62162162162161,117.21958925750393,-2.584493042,-13,501.9996355646062,484.85,467.70036443539385,11.369543378415404,513994050,303803330.8952498,27.008951186831975,56.78470856427678
1990-09-27,491,1591503,-6.311033704,-9.66050652,3.349472816168195,32.33297177737051,20.618353584311425,30.34537326,44.856331946574976,76.64414414414415,85.58558558558558,118.6548511701892,-1.008064516,-5,501.23009320475387,484.6,467.9699067952462,11.201066209494634,515585553,304599082.3952498,146.20833687858232,63.23943733573283
1990-09-28,493,1096078,-5.185956415,-8.765596499,3.5796400844359546,31.386771107810585,20.179063667904465,29.698841687520673,45.94859598461264,85,92.79279279279278,134.18150975402804,-0.60483871,-3,500.7162226714993,484.45,468.1837773285007,10.7910129,516681631,305695160.3952498,2.443419460060658,64.69009471229226
1990-09-29,497,840523,-3.926298067,-7.797736813,3.871438746153186,30.01657755770668,22.54852891009317,28.817238735394568,48.11232364372667,91.59159159159158,96.39639639639638,146.96132596685115,0.20161290322580644,1,500.91340915223884,484.5,468.08659084776116,10.451462254068906,517522154,306535683.3952498,-67.49241285,61.49787814812445
1990-10-05,517,1741176,-1.299200522,-6.498029555,5.198829032,28.90291174431574,33.22233780825701,24.84585258990339,57.14202974953648,96.0960961,99.09909909909909,211.09285127362313,4.233870967741935,21,506.7582531,485.55,464.34174688950503,10.928889141365461,519263330,308276859.3952498,-12.25300028,71.04146725
1990-10-06,516,1486275,0.6941004086918383,-5.059603562,5.7537039706216175,28.021126230261963,30.818649078290395,22.062614622965135,56.62340673291709,97.96086408989635,98.38709677419354,170.59748427672972,5.3061224489795915,26,511.84019807842355,486.85,461.8598019215765,11.232444684297189,517777055,309238566.74819094,115.54524597486447,74.78119706380576
1990-10-08,517,1799346,2.3276655208708235,-3.582149745,5.909815266240482,27.202325395783454,30.60149159814412,21.907154797818663,57.033892898976895,98.25406051212504,97.27598566308244,162.68844221105473,5.510204081632653,27,516.4318968544246,488.2,459.96810314557536,10.720822450082327,519576401,311037912.74819094,291.05080944339767,79.60463369282074
1990-10-10,525,1294118,4.219174762368652,-2.021884844,6.241059606,25.300051893270087,26.569180475870954,26.267747723442998,60.20518304659864,97.64635603345282,97.27598566308244,135.07407407407433,7.142857142857143,35,522.4306096001739,489.95,457.4693903998261,11.184781327578213,520870519,312332030.74819094,268.7155963302752,84.61479684
1990-10-11,532,650327,6.211449242033723,-0.375218027,6.586667268684575,24.853629605660895,34.47297267392175,23.440395109617224,62.73831006427293,96.44187795920173,94.77366255,159.73868125189912,10.144927536231885,49,529.4804530716516,492.4,455.31954692834836,11.475542261199303,521520846,312217267.1599556,-15.31913841,79.25109068
1990-10-12,539,1877124,8.259966863,1.3518189512682537,6.908147911676426,24.636358834587522,33.33626549169924,21.397766630618772,65.07824061,95.18448983,93.50382128159906,143.24074074074096,11.594202898550725,56,537.1552142170555,495.2,453.2447857829445,11.601765148139338,523397970,312485427.7313842,290.21715179005747,76.62689175665831
1990-10-13,537,788235,9.611255974906953,3.003706355995994,6.6075496189109595,24.43460740430511,32.04734990639749,20.57044195900186,63.871930921924736,92.55958033735811,89.40125717903494,122.51773049645377,11.180124223602485,54,543.1853177089338,497.9,452.61468229106623,11.32167689073237,522609735,311697192.7313842,-45.40518676,71.40626291
1990-10-15,543,2382353,11.039060766616387,4.610777238120073,6.428283528496315,25.01038879537636,35.671545464004964,18.174106415148525,65.86976726993412,90.31403664077435,88.03703146168898,124.05721716514947,13.836477987421384,66,549.4352568148977,501.2,452.9647431851023,11.705593046195752,524992088,311070257.7313842,61.56913144027507,62.31715095527142
1990-10-16,528,1513072,10.835328785572528,5.8556875476105645,4.979641237961964,24.69955911258166,30.968463160889648,20.36383921591844,57.50191723656285,85.11875749445511,77.91798384264136,79.43262411347493,15.032679738562091,69,550.1088825203525,504.65,459.1911174796475,12.270313393885965,523479016,309557185.7313842,13.53603265600144,48.92510247174264
1990-10-17,532,1018301,10.871318500873485,6.858813738263149,4.0125047626103365,24.410931549986575,28.999232072325782,19.068937849384156,58.96519007869021,79.00772743238497,71.06816699282452,60.44318717586022,11.064718162839249,53,552.6479878274579,507.3,461.9520121725422,12.206797724191667,524497317,309279467.2768388,-14.58331411,48.08947063972685
1990-10-18,534,603922,10.935170061284566,7.674085002867433,3.261085058417133,24.215379481810974,27.723292448970227,17.84679506,59.69558046,71.84458996102832,66.54761904761904,56.10363726955666,11.482254697286013,55,554.8672957684789,510.05,465.2327042315211,12.146457837982082,525101239,309224565.2768388,-83.30923823,41.60016318
1990-10-19,554,4759477,12.456020485409681,8.630472099375883,3.825548386033798,24.93798992320674,32.079459413819116,15.682022833805087,66.05546062421048,72.05019485841405,78.53479853479853,96.60297239915072,15.416666666666666,74,560.2209586731261,513.75,467.2790413268739,12.63913494608298,529860716,313984042.2768388,119.93357830588174,50.545724004913936
1990-10-20,551,2700000,13.266304772283547,9.557638633957417,3.708666138,25.83118626,33.079611881786846,15.056233225806938,64.44968552816512,76.99328449328449,85.89743589743587,119.45716709075504,14.791666666666666,71,563.7633188655252,517.3,470.8366811344747,12.35717819877883,527160716,311284042.2768388,-28.43035306,46.89665062
1990-10-22,566,2098039,14.946541124993587,10.635419132164651,4.3111219928289355,27.29607890304805,35.03768329312937,12.847733024826166,68.48221937,86.02580603,93.64518364518362,151.4449722882027,17.42738589211618,84,569.5978169982751,521.5,473.4021830017249,13.13931928883989,529258755,312632781.63398165,136.2031444381273,54.75628806
1990-10-23,586,3819608,17.688076260307753,12.045950557793272,5.642125703,29.231970183538206,39.08957896307558,11.545063958020835,72.81080534881963,91.23354123,94.15800415800413,226.92011302337616,21.32505175983437,103,579.0227982830751,526.65,474.27720171692494,13.482353324397897,533078363,316452389.63398165,177.62471317042892,60.87300399
1990-10-24,606,8260131,21.229870725180035,13.882734591270626,7.347136133909409,31.607396638449643,45.08579138408542,10.408531740250222,76.24497888,95.18364518364517,97.74774774774774,226.0416666666668,24.948453608247423,121,591.9354623515324,532.7,473.46453764846774,13.808235658178004,541338494,324712520.63398165,709.6095998964971,72.32172082336386
1990-10-25,586,757516,22.16740347429436,15.539668367875374,6.627735106418987,32.619607579268845,40.76415218742841,15.162056663997204,67.29749024910899,95.10169727991509,93.39933993,126.05221097495973,19.591836734693878,96,597.6680978592468,537.5,477.3319021407532,14.117823875269105,540580978,323955004.63398165,-32.10311862,65.73993053685854
1990-10-26,566,1211111,21.053876101386322,16.642509914577563,4.411366187,31.937036335951127,36.949921052881564,23.100196119842384,59.89835149974549,89.36184075531344,76.93843458419916,42.4865394,15.274949083503055,75,598.6429438171626,541.25,483.85705618283737,14.411932681505652,539369867,323955004.63398165,-23.90143154,57.86013267082925
1990-10-27,560,2232680,19.46289168,17.206586267634332,2.256305412227068,30.040138345986218,33.56746741961024,30.13972458487022,57.88846297294776,75.87269648142403,57.28031492607949,4.181275159,13.59026369168357,67,598.0205952793495,544.6,491.17940472065055,14.69133604743037,537137187,325012589.89713955,103.69718213484806,55.911098941124756
1990-10-29,560,2553595,17.994594578326314,17.36418792977273,0.6304066485535849,28.98154925606788,37.28548584735351,27.435085393523924,57.88846297294775,59.48053495,44.222855333966436,34.049039098740685,12.67605633802817,63,596.8249426897283,547.75,498.6750573102716,14.956769245058851,537137187,322458994.89713955,203.8102467154379,51.28376160919351
1990-10-30,558,2289542,16.47960859,17.187272062198286,-0.70766347,27.480392876311452,32.98248104477312,28.11578429378007,57.17981365830985,47.224703476995366,40.170940170940156,11.358024691357794,7.930367505,41,596.9533667939011,549.8,502.6466332060989,15.55893078280591,534847645,321356622.82306546,31.49400175513561,44.435895882819814
1990-10-31,557,1624837,15.025079872143579,16.754833624187345,-1.729753752,25.64807941366958,30.852230110639162,29.74451887336351,56.81376457863433,41.09422813126517,38.88888888888888,-32.20858896,7.945736434108527,41,596.4427124090946,551.85,507.25728759090543,15.530984243665612,533222808,322764814.8897321,9.322770012279019,44.00324340722829
1990-11-01,566,1526144,14.432214580343725,16.29030981541862,-1.858095235,24.581109833701294,33.466319675379154,26.991031840581343,59.28315418111507,40.17094017094017,41.45299145299144,-0.228198859,9.477756286266924,49,596.2718953586834,554.3,512.3281046413165,15.854435031482334,534748952,323597257.0715503,-15.18340553,44.58777387
1990-11-02,555,1175163,12.925756422035192,15.617399136741936,-2.691642715,23.590352366587886,29.698187980261583,23.951983521287186,55.22083705925034,40.07659007659007,39.88788988788988,-29.27708671,5.714285714285714,30,595.5622936964193,555.8,516.0377063035806,16.46171327990822,533573789,323177556.0001217,-9.191974766,46.24188473712727
1990-11-03,555,761438,11.598180868693362,14.813555483132221,-3.215374614,22.67036328998258,29.19250753239283,23.544145515734808,55.220837059250336,39.73198973198973,37.85508785508784,-66.54929577,4.323308270676692,23,595.1938230306587,556.95,518.7061769693414,15.838627615912808,533573789,323938994.0001217,17.085404727160338,50.96732549498891
1990-11-05,549,959477,9.947252091930409,13.84029480489186,-3.893042713,21.301912425621175,27.67032608174319,25.792678010874493,53.02483277478731,34.17778417778417,24.790374790374774,-95.32562506,1.8552875695732838,10,594.9971703328007,557.45,519.9028296671994,15.646696235117167,532614312,323938994.0001217,-48.8857955,47.89096909999025
1990-11-06,545,750327,8.221342057806282,12.716504255474746,-4.495162198,20.20754962860767,27.16724068656809,24.100974233037707,51.58523635490113,25.746209079542407,14.593164593164579,-93.38754962,1.489757914,8,594.6808294774955,557.85,521.0191705225045,15.61436142336131,531863985,323388754.2001217,-4.809225675,49.40037675600452
1990-11-07,545,896732,6.7754428338309935,11.528291971145997,-4.752849137,19.191355602809416,26.06269633,23.121095733980308,51.58523635490112,14.891514891514886,5.291005291005277,-87.7173613,0.3683241252302026,2,594.6295583397668,557.95,521.2704416602332,15.283643352193241,531863985,322492022.2001217,-62.35939846,48.55921855921856
1990-11-08,540,784314,5.1665423838921924,10.255942053695236,-5.08939967,18.01215977695625,24.290136063746196,25.62928136480249,49.71576680762097,7.968444635111297,4.021164021164007,-110.073369,2.272727272727273,12,593.6069537,558.55,523.4930463388449,15.26946118458358,531079671,322126009.0001217,-48.16413231,41.112367228088495
1990-11-09,536,757516,3.5280415483687193,8.910361952629932,-5.382320404,17.701390610686936,22.428383400690628,29.526086973917092,48.24346171212194,6.280262946929608,9.528619528619513,-163.973064,0.7518796992481203,4,593.2398535804427,558.75,524.2601464195573,15.355988125354402,530322155,322527046.88247466,-25.60981478,39.25693851
1990-11-10,536,464052,2.2041102208403345,7.569111606272013,-5.365001385,17.412819242008286,21.58976255941431,28.422075532017914,48.24346171212194,9.874180400496186,16.072757651705007,-132.4891068,0.37453183520599254,2,593.0627169339177,558.85,524.6372830660823,14.988188719086683,530322155,322527046.88247466,-23.16027566,42.13866471019809
1990-11-12,536,952288,1.1417240215422453,6.2836340893260605,-5.141910068,17.55074024141948,19.887987567520504,29.42741825,48.24346171212195,15.790570702851399,21.770334928229648,-122.7106227,-3.249097473,-18,593.5448029914531,557.95,522.355197,15.088779283132348,530322155,322807131.58835703,-79.99175119,44.43848685604846
1990-11-13,539,1354248,0.5356753010489683,5.134042331670642,-4.598367031,17.67880974087273,19.309476355819402,28.571419554461684,49.550390514740435,20.801498696235537,24.561403508771917,-75.67567568,-2.177858439,-12,593.7877551,557.35,520.9122449,14.634340318975731,531676403,322807131.58835703,-49.84266667,43.59207461315679
1990-11-14,539,1047059,0.054746243,4.118183114,-4.063436871,18.206290860651258,17.99420581625163,30.03103347901437,49.55039051474044,24.32925748715222,26.656034024455064,-77.342918,-4.770318021,-27,593.0513157661143,556,518.9486842338857,14.602623303026945,531676403,323255871.1597856,-50.0934444,50.97859606733535
